"doc_id","text","cmp_code","party_id"
"73","Unser Ziel    Ökosteuer   bestehenden Form mittelfristig abzuschaffen     aufkommens  wettbewerbsneutrale europaweit abgestimmte harmonisierte  schadstoffbezogene Abgabe  ersetzen",501,41521
"74","Wenn    Schöpfung  nachhaltig umgehen geben  unsere eigenen Lebensgrundlagen   unserer Kinder ",501,41521
"75","An      schützen  sorgsam   Ressourcen umzugehen",501,41521
"76"," Produkte   Umwelt  wenig  möglich belasten",501,41521
"77","Zu  elementaren Voraussetzungen  Gesundheit  Lebensqualität  Menschen gehören  intakte Umwelt biologische Vielfalt",501,41521
"78","sauberes Trinkwasser",501,41521
"79","gepflegte Kulturlandschaften",501,41521
"80","Die Dauer  Schlachtviehtransporte    eingrenzen",501,41521
"81","Als wesentliche Eckpfeiler unserer Energiepolitik sehen  Ø  marktwirtschaftliche Erschließung bestehender  künftiger Einsparungspotenziale   Bereichen Wärmemarkt Elektrizität  Verkehr",501,41521
"82","Ø  fossilen Kraftwerke   Einsatz modernster Technologie COarm  sogar COfrei  ",501,41521
"83","Ø  erneuerbar Energien deren Anteil  verdoppeln     verstärkte Nutzung  Biomasse",501,41521
"84","Ø Die Stromeinspeisung  erneuerbar Energien  wettbewerbsorientiert weiterhin gefördert ",501,41521
"85","Wir setzen  Energiesparen rationelle Energieverwendung   Nutzung erneuerbar Energien   klimaschädlichen COAustoss  verringern   Klimaschutz  Sinne  KiotoProtokolls voranzubringen",501,41521
"86","Diese Ziele       Einsatz marktwirtschaftlicher Instrumente erreichen",501,41521
"87","Wir   Solarthermie  ressourcen umwelt  klimaschonenden Biomasseeinsatz   Photovoltaik vorantreiben  fördern",501,41521
"88","Die Entwicklung  Technologien  Verringerung  sogar Vermeidung  COEmissionen  Kohlekraftwerken    globale Klimaschutzpolitik  höchster Bedeutung   Anteil  Kohle   Stromerzeugung weltweit  lange  hoch bleiben   vielen Ländern sogar  steigen ",501,41521
"89","Wir     Verkehr nötigen Energiebedarf   dabei entstehenden Umweltbelastungen reduzieren",501,41521
"90","Wir sehen  Brennstoffzelle   Basis  Wasserstoff  MethanolErdgas  Wasserstoffmotoren  zukunftsträchtige Optionen    Verbrennungsmotor  Antriebstechnik schrittweise ablösen könnten",501,41521
"91","Obwohl  derzeit  Planungen  neue Kernkraftwerke  Deutschland gibt    Ausstiegsgesetz ändern",501,41521
"92","Ein Ausstieg   Kernenergie löst   Klimaproblematik  verschärft   schafft  Abhängigkeit Deutschlands  Ausland",501,41521
"93","Deutschland   künftig  Verpflichtung  COReduktion  mehr einhalten    ungeheurem Kostenaufwand erfüllen",501,41521
"94","Die geordnete Beseitigung radioaktiver Abfälle   friedlichen Nutzung  Kernenergie  geregelt ",501,41521
"95","Über Endlagereinrichtungen  schwach  mittelradioaktive sowie hochradioaktive Abfälle  deren Konditionierung  zeitgerecht  Entsorgungsbedarf Klarheit geschaffen ",501,41521
"96","Aus  Zwischenlagern dürfen  Endlager ",501,41521
"97","Unser Ziel    Ökosteuer   bestehenden Form mittelfristig abzuschaffen     aufkommens  wettbewerbsneutrale europaweit abgestimmte harmonisierte  schadstoffbezogene Abgabe  ersetzen",501,41521
"98","Der Schutz  natürlichen Lebensgrundlagen   Bewahrung  Schöpfung  Kernanliegen  Politik  CDU  CSU",501,41521
"99","Wir setzen  beim Schutz  Umwelt verstärkt  Markt  Wettbewerb  Eigeninitiative  Selbstverantwortung Umweltschutz   Bewahrungs  Gestaltungs   Verhinderungsaufgabe",501,41521
"100","Umweltvorsorge  Vorrang gegenüber Nachsorge  Reparatur",501,41521
"101","Wir   zersplitterte deutsche Umweltrecht   „Umweltgesetzbuch“ zusammenfassen",501,41521
"102","Der Schutz  Natur    zentralen Herausforderungen unserer Zeit",501,41521
"103","Wir treten dafür  dass Naturschutz      Bürger verwirklicht ",501,41521
"104","In  Naturschutzpolitik setzen   Kooperation statt Konfrontation",501,41521
"105","Wirksamer Naturschutz     betroffenen Landwirten Kommunen  Bürgern durchsetzbar",501,41521
"106","Dies bedeutet   Prüfung     stimmigen Schutzgebietssystems  Deutschland",501,41521
"107","Unser Ziel   Naturschutz   Überleben  heimischen Tier  Pflanzenwelt  genügend große Schutzgebiete  BiotopVerbundsystem   Ausbau  Vertragsnaturschutzes sichert",501,41521
"108","Der Schutz  Tiere   gemeinsam  vielen Bürgern  wichtiges Anliegen",501,41521
"109","Wir setzen    konsequente Umsetzung    Verfassung  Staatsziel verankerten Schutzes  natürlichen Lebensgrundlagen   Tiere ",501,41521
"110","CDU  CSU   Kreislaufwirtschaft weiterentwickeln",501,41521
"111","Wir   Verpackungsverordnung   Ziel fortschreiben    veränderten Rahmenbedingungen   technischen Fortschritt   Materialentwicklung sowie   Verwertungstechnologien anzupassen   Ressourcenschonung voranzutreiben",501,41521
"112","Dabei  sowohl ökonomischen   ökologisch Belangen Rechnung getragen ",501,41521
"113","Die hohe Qualität  Trinkwassers   kostbares Gut",501,41521
"114","Wir   kooperativen Umweltschutz ausbauen",501,41521
"115","Wir    Abschluss  freiwilligen Umweltpartnerschaften  Staat  Wirtschaft Landwirtschaft  Kommunen hinwirken",501,41521
"116","Wir   Beitrag Deutschlands  internationalen Zusammenarbeit   globalen Herausforderungen Schutz  Erdatmosphäre Schutz  Artenvielfalt  Bekämpfung  Wüstenwachstums  Wasserverknappung   Waldzerstörung intensivieren",501,41521
"117","Wir   Entwicklungszusammenarbeit   Bereichen Energie Umwelt  Ressourcenschutz verstärken",501,41521
"118","Der Ausstieg   Kernenergie  umweltpolitisch",501,41521
"119","Die dadurch aufgerissene Stromversorgungslücke  Deutschland    zusätzlichen fossilen Kraftwerken  mehr schädlichen COEmissionen geschlossen ",501,41521
"120","Dies widerspricht fundamental  Klimaschutzzielen",501,41521
"121","Dazu gehört  sparsamer  effizienter Umgang  Energie",501,41521
"122","Ohne Kernenergie   globale Lösung  COProblematik derzeit undenkbar",501,41521
"123","Mit Wind  Solarenergie allein   drastisch steigende Energiebedarf   weltweiten Klimaschutzziele   Einklang  bringen",501,41521
"124","Wir setzen   erneuerbar Energien reduzieren    Teil exorbitante Subventionierung",501,41521
"125","Unser Ziel bleibt Die regenerativen Energien sollen mindestens Anteil  deutschen Stromverbrauch erreichen",501,41521
"126","Wir setzen Schwerpunkte beim sparsamen  effizienten Umgang  Energie",501,41521
"127","Insbesondere   Altbausanierung liegen ungenutzte  hochwirtschaftliche Potenziale rationeller Energienutzung",501,41521
"128","Deutschland   drei Jahrzehnten international anerkannte Maßstäbe  Schutz   Entwicklung  Natur  Umwelt gesetzt",501,41521
"129","Wasserqualität Luftreinhaltung Ausweisung  Naturschutzflächen überall wurden große Fortschritte erzielt",501,41521
"130","    Erreichung wichtiger umweltpolitischer Ziele verbaut",501,41521
"131","Ein Beispiel   Ausstieg   COfreien Kernenergie",501,41521
"132","Es gibt    große Aufgaben beim Umwelt  Naturschutz    Lärmschutz  Klimaschutz",501,41521
"133","Das    unserer Umweltpolitik    nachhaltige Sicherung  Lebensräume angelegt   berücksichtigen",501,41521
"134","Wir setzen  nachhaltigen Naturschutz   Artenvielfalt bewahrt",501,41521
"135","Den kooperativen Naturschutz sowie  Vertragsnaturschutz entwickeln    Natura Richtlinie   Augenmaß umgesetzt",501,41521
"136","Wir forcieren  Anstrengungen  nationalen  globalen Klimaschutz",501,41521
"137","Mit  Gründung  „KlimaAllianz Deutschland“    generationenübergreifenden Klimaschutz fördern",501,41521
"138","In  Energiepolitik setzen    klimaverträglichen Energiemix",501,41521
"139","Wir ergreifen Initiativen  mehr Luftqualität  weniger Lärm  aufkommensneutrale Förderung  Nachrüstung  Rußpartikelfiltern   langfristiges „Lärmminderungsprogramm Deutschland “",501,41521
"140","Wir halten  Balance   Bewahrung  natürlichen Lebensgrundlagen   wirtschaftlichen Wohlergehen  Menschen",501,41521
"141","Wohlstand   zerstörten Umwelt   Wohlstand",501,41521
"142"," Wir setzen     verantwortungsbewussten Umgang  knappen Ressourcen",501,41521
"143","   Bekämpfung  Klimawandels ",501,41521
"144","Dabei fangen   eigenen Land ",501,41521
"145","Dafür müssen neue Energiequellen erschlossen ",501,41521
"146","ökologische Verträglichkeit",501,41521
"147","Das   nutzen    Staaten  zukünftige Generationen   Erhalt  natürlichen Lebensgrundlagen einsetzen",501,41521
"148"," leisten unseren Beitrag  Klimaschutz weltweit",501,41521
"149","Diese Region   erste Gebiet     Vision  CO freien Verkehrs realisiert ",501,41521
"150","sowie Nachhaltigkeit",501,41521
"151","Wir  dabei  Erfordernissen  Umwelt  Klimaschutzes gerecht ",501,41521
"152","Mobilität   umweltgerecht  möglich gestaltet ",501,41521
"153","Um umweltfreundliche Mobilität  ermöglichen   verstärkte Anstrengungen  Verlagerung   Straße  Schiene  Wasserstraßen unternehmen",501,41521
"154","Der Straßenverkehr    umweltfreundlicher gestaltet    weiteren Reduzierung  Kraftstoffverbrauchs   geräuscharmen Fahrbahnbelägen",501,41521
"155","Flussbauvorhaben müssen umweltverträglich    Hochwasserschutz berücksichtigen",501,41521
"156","Energie effizienter nutzen",501,41521
"157"," erneuerbar Energien  Durchbruch verhelfen",501,41521
"158","Wir    Erarbeitung  ständige Fortschreibung  „EnergieAtlas Deutschland“ regionale  lokale Potenziale erneuerbar Energien aufzeigen",501,41521
"159","erneuerbar Energien bieten große Chancen  Hinblick  umweltverträgliches  klimaschonendes Wachstum",501,41521
"160","Wir   ehrgeizige Ziele  Bereich  Ausbaus erneuerbar Energien Prozent  gesetzt",501,41521
"161","Wi r   bisher überwiegend quantitativen Ausbau  erneuerbar Energien weiterentwickeln",501,41521
"162","Einen Neubau  Kernkraftwerken lehnen  ab",501,41521
"163","Eine verantwortungsvolle Nutzung  Kernenergie beinhaltet   sichere Endlagerung radioaktiver Abfälle",501,41521
"164","Im Zusammenhang   Lagerstätten   getan    Sicherheit  Bevölkerung  gewährleisten",501,41521
"165","Wir  gemeinsam   Wirtschaft  „Aktionsbündnis Energieeffizienz“ anstoßen",501,41521
"166","Dazu gehören   allgemeine Informations  Aufklärungskampagnen Beratungen  Stromsparmöglichkeiten  Möglichkeiten  Einführung individueller Stromtarife",501,41521
"167","Wir   erfolgreichen KfWProgramme  energetischn Gebäudesanierung weiterführen  flexibler gestalten",501,41521
"168","Der Gebäudebereich bietet große Effizienzsteigerungspotenziale",501,41521
"169","Neben  flexibleren Gestaltung  Förderinstrumente  energetischn Gebäudesanierung müssen Anreize  Modernisierung  Heizungsbestandes gesetzt ",501,41521
"170","Wir sprechen   anspruchsvolle Höchstverbrauchsstandards Anreize   Anschaffung besonders energiesparender Geräte   Stromeffizienz  Kriterium  öffentlich Beschaffung ",501,41521
"171","Wir   „Effizienzstrategie Mittelstand“    verbesserte Aufklärung zielt sowie zinsverbilligte Darlehen  Zuschüsse  Energieeffizienzmaßnahmen bereitstellt",501,41521
"172","  weltweit geltende angemessene Gesundheits Tierschutz  Umweltstandards ",501,41521
"173","  Küstenschutzes aufstocken",501,41521
"174","  Blick   Schutz  Bergregionen fortentwickeln",501,41521
"175","sowie  Klimaschutz gehören   zentralen Herausforderungen  Jahrhunderts",501,41521
"176","Natur  Tierschutz   Vertrauen  Verbraucher  unsere Lebensmittelproduktion sichert",501,41521
"177"," Umwelt  Tierschutzes eintreten",501,41521
"178"," gleichzeitig tier  umweltfreundlich ",501,41521
"179","Politik   Sorgen  Bürger  grüner Gentechnik ernst nehmen  darf  unnötigen Risiken eingehen",501,41521
"180","Wir   Anbau nachwachsender Rohstoffe unterstützen   Ernährungssicherheit  gefährden",501,41521
"181","Biomasse eröffnet  erneuerbar Energieträger  Vielfalt  Möglichkeiten    Wärme  Biokraftstoffe   Biogas",501,41521
"182","Wir halten   Förderung etwa   Bonus  Strom  nachwachsenden Rohstoffen fest",501,41521
"183","Die Verwendung biogener Reststoffe    energetischn Bereich zukünftig  größere Rolle spielen",501,41521
"184","Wir    Vorrang  Vertragsnaturschutzes orientieren",501,41521
"185","Wir setzen   nachhaltige  ökologisch Anforderungen umfassend gerecht werdende Durchführung",501,41521
"186","Die Bewahrung  Schöpfung   Schutz  natürlichen Lebensgrundlagen  Kernanliegen unserer Politik",501,41521
"187","Der globale Klimawandel  bereits heute Realität",501,41521
"188","Er beschleunigt     Gefahr   Schöpfung   Lebenschancen künftiger Generationen",501,41521
"189","Dieser Entwicklung entgegenzusteuern   negativen Auswirkungen  globalen Erwärmung  begrenzen   Ziel",501,41521
"190","Ökologie    Ökonomie  Jahrhunderts immer wichtiger",501,41521
"191","CDU  CSU steht  Klima  Umweltpolitik   kooperativen Stil  Verbraucher  Unternehmen   ermutigt Verantwortung  Umwelt  Klima  übernehmen",501,41521
"192","Wir brauchen  „Umweltpakt Deutschland“   neue Form  Partnerschaft  Wirtschaft  Staat   Schlüsselfragen  Ökologie  Ökonomie",501,41521
"193","  intakten Umwelt    künftige Generationen  sichern",501,41521
"194","Unser Ziel    beizutragen  durchschnittliche Erwärmung  Erdatmosphäre  maximal zwei Grad Celsius  Vergleich  vorindustriellen Ausgangssituation  begrenzen",501,41521
"195","Wir setzen    verbindliches KyotoPlusAbkommen ",501,41521
"196","Wir wissen Der Klimawandel fordert  Strategien  Anpassung   regional ganz unterschiedlichen voraussichtlichen Auswirkungen",501,41521
"197","Wir     Schutz besonders sensibler Naturräume   Wattenmeer   Alpen sowie  Waldumbau   klimaresistenteren Wäldern    Stärkung  Hochwasserschutzes einsetzen",501,41521
"198","Wir  unseren Beitrag  leisten dass Europa  Erfüllung  ambitionierten Ziele  Vorreiterrolle  Klimaschutz gerecht ",501,41521
"199","Die Europäische Union   bereits    Reduzierung  COEmissionen  mindestens Prozent  festgelegt",501,41521
"200","Darüber hinaus sollen   Energieeffizienz  Prozent  Vergleich  gesteigert",501,41521
"201","  Anteil  erneuerbar Energien  Endenergieverbrauch ebenfalls  Prozent erhöht ",501,41521
"202","Wir sehen  marktwirtschaftlich orientierten europäischen Emissionshandelssystem  zielführenden Weg   ausgewogenen Balance  Ökonomie  Ökologie",501,41521
"203","Wir  dass  Einnahmen   Emissionshandel  Maßnahmen  Klimaschutz   Vorbeugung   Folgen  Klimawandels finanziell unterstützt ",501,41521
"204","Wir setzen Deutschland ehrgeizige Ziele",501,41521
"205","Bis   COAusstoß  Vergleich   Prozent sinken",501,41521
"206","Der Anteil erneuerbar Energien   Stromerzeugung    Prozent liegen",501,41521
"207","Die Energieeffizienz    Vergleich  verdoppeln",501,41521
"208","Die Förderung erneuerbar Energien  breiter Energiemix sowie Anreize  mehr Energieeffizienz  Energiesparen   Weg  Klimaschutz",501,41521
"209","Energieeffizientes Bauen  energetisch Gebäudesanierung  besonders wirksame Maßnahmen  Treibhausgasreduzierung",501,41521
"210"," unsere ehrgeizigen Klimaziele  erreichen",501,41521
"211","Dabei setzten     verbesserte Motorentechnik  Reduzierung  COAusstoßes",501,41521
"212","Die Entwicklung alternativer Kraftstoffe  Biokraftstoffe Biogas  Wasserstoff  innovativer Antriebstechnologien   wesentlichen Beitrag  Reduktion  COEmissionen leisten",501,41521
"213","Für CDU  CSU   biologische Vielfalt  Kernelement  Schöpfung",501,41521
"214","Naturreichtum   hohe Artenvielfalt  Pflanzen Tieren  Mikroorganismen  Voraussetzungen  sauberes Wasser reine Luft  fruchtbare Böden  denen gesunde Nahrungsmittel  ausreichendem Umfang erzeugt  ",501,41521
"215","Eine intakte Natur    zentraler Wirtschaftsfaktor",501,41521
"216","Sie sichert Wertschöpfung  Beschäftigung",501,41521
"217","Der Schutz  Umwelt  unserem Land    vergangenen Jahren  Erfolgsgeschichte    CDU  CSU tatkräftig beigetragen ",501,41521
"218","Wir   Naturreichtum   Artenvielfalt unserer Heimat  bewahren",501,41521
"219","Dabei stehen    Umweltpolitik  Augenmaß",501,41521
"220","Ziel   hohen Umweltstandards  wahren",501,41521
"221","Wo Andere verbieten setzen  Rahmenbedingungen   kooperativen Umweltschutz   Eigenverantwortung  Beteiligten stärkt   neuen Schwung verleiht",501,41521
"222","Nur  findet Umweltschutz Akzeptanz  Unterstützung",501,41521
"223","Regionale Defizite müssen behoben  Vorleistungen  Mitgliedstaaten  hohem Umweltniveau   Deutschland anerkannt ",501,41521
"224","Wir   innovative  flexible Naturschutzpolitik",501,41521
"225","Der Erhalt  Wälder   zentrale Bedeutung    Lebensraum vieler Arten   Lunge  Welt zugleich",501,41521
"226","Stärker  jemals zuvor müssen   Schutz  Wälder regional national  international intensivieren",501,41521
"227","Im Rahmen  nationalen Strategie fordern    Ländern  Kommunen  Waldbesitzern  Landnutzern eng abgestimmtes Bundesprogramm  Schutz  biologischen Vielfalt",501,41521
"228","Wir sprechen    Vernetzung ökologisch besonders wertvoller Gebiete   Verbundsystem ",501,41521
"229","Wir fordern dass  bestehende nationale Strategie   nachhaltige Nutzung   Schutz  Meere konsequent umgesetzt ",501,41521
"230","In  Zusammenhang sprechen      umfassendes Walfangverbot ",501,41521
"231","CDU  CSU fühlen   Tierschutz  besonderem Maße verpflichtet",501,41521
"232","Es   wichtig  Tierschutz   landwirtschaftlichen Nutztierhaltung  Einklang   Wirtschaftlichkeit voranzubringen",501,41521
"233","Wir  unsere hohen Tierschutzstandards EUweit durchsetzen",501,41521
"234","Wir setzen  dafür  dass Tiertransportzeiten   EU  begrenzt ",501,41521
"235","Zur Reduzierung  Tierversuchen    Entwicklung  Ersatzmethoden  fördern",501,41521
"236","Wir setzen    vernünftigen Bodenschutz ",501,41521
"237","Die Wiederverwendung bereits genutzter Flächen  Vorrang  Flächenneuverbrauch ",501,41521
"238","Hierzu müssen  notwendigen Rahmenbedingungen geschaffen   etwa   Setzung  Anreizen  interkommunale regionale Abstimmung  Gewerbeansiedlungen",501,41521
"239","Wir   Qualität  deutschen Gewässer  verbessern",501,41521
"240","Hierzu   anspruchsvolle Anforderungen   Gewässergüte  Europa gemeinsam  unseren Nachbarn umsetzen Schadstoffe  vermindern sowie unseren zukunftsweisenden Gewässerschutz entwickeln",501,41521
"241","Wir   Abfallwirtschaft   Ressourcenmanagement  europäischen Kontext  entwickeln",501,41521
"242","Unser Ziel  dabei  ökologisch  ökonomisch effizientere",501,41521
"243","Vorrang    Abfallvermeidung",501,41521
"244","Nicht vermeidbare Abfälle müssen soweit  möglich verwertet ",501,41521
"245","Ein besonderes Anliegen   dabei  Stabilisierung  Mehrwegsystems  ökologisch wertvoll  effizient ",501,41521
"246","Zwei Drittel  Deutschen fühlen   Wohnumfeld  Straßenlärm gestört",501,41521
"247","Lärm kostet Lebensqualität  schadet  Gesundheit",501,41521
"248","Die Lärmbekämpfung  vorrangig   Quelle erfolgen",501,41521
"249","Wir fordern dass  geltenden Lärmsanierungswerte abgesenkt ",501,41521
"250","Wir sprechen    Fortführung  Bundesmittel  Lärmsanierung   Konjunkturprogramm hinaus ",501,41521
"251","Wir   Lärmbekämpfung  verstärkte Verbauung  lärmarmem Asphalt  Verkehrsvermeidung  verlagerung   Lärmschutzwände  wälle entlang  Straßen  Schienenstrecken voranbringen",501,41521
"252","Die Luftqualität  Ausdruck gesunder Lebensbedingungen",501,41521
"253","Wir setzen  dafür   Schadstoffe bereits   Quelle  reduzieren",501,41521
"254","Mit Augenmaß        Senkung  Feinstaub  Stickoxidemissionen einsetzen",501,41521
"255","Er trägt  Senkung  Feinstaubemissionen ",501,41521
"256","Deutschland  weiterhin  wichtigen Beitrag  Bewältigung  globalen Klimawandels leisten",501,41521
"257"," Klima  Umweltschutz  Ziel ",501,41521
"258","Sie  schützen   Auftrag",501,41521
"259","Das Prinzip  Nachhaltigkeit  fester Bestandteil unserer Politik",501,41521
"260","Wir  unseren Nachkommen  Welt bewahren  hinterlassen   morgen  lebenswert ",501,41521
"261","Menschen  Teilhabe  befähigen  dadurch  gesellschaftlichen Zusammenhalt  stärken    soziale Nachhaltigkeit",501,41521
"262","Tiere    Mitgeschöpfe deshalb   unsere weltweit vorbildliche Forschung  Entwicklung  Alternativen  Tierversuchen fortsetzen",501,41521
"263","Mit  Versorgung   erneuerbar Energien   geringeren Energieverbrauch setzt schützen  zugleich unsere Umwelt  fördern  Klimaschutz",501,41521
"264","Jede vierte Kilowattstunde Strom  heute  erneuerbar Energien gewonnen",501,41521
"265","Das erneuerbarEnergienGesetz EEG   Ausbau regenerativer Energien beschleunigt  Deutschland hierbei  Spitzenposition gesichert",501,41521
"266","Im Hinblick   Gewinnung  Gas   sogenannte Fracking   CDU  CSU klar",501,41521
